,Normalized True Value,Normalized Predicted Value,True Value,Predicted Value
41,0.4519873841205668,0.3708627,776.1301448497113,738.49554
42,0.2663288192413986,0.4943505,690.0012787493997,795.78284
43,0.32470440212151397,0.39576936,717.0822958017578,750.05005
44,0.6409288945617415,0.53869414,863.7820022481012,816.3543
45,0.24465782652060009,0.3351186,679.9478883683781,721.9135
46,0.44067443136530104,0.49858558,770.8819528597992,797.74756
47,0.5026677366239491,0.47080326,799.6412675254753,784.8591
48,0.7193756131067224,0.64553535,900.1742199837431,865.919
49,0.21212000667301067,0.36050388,664.8532681407953,733.69
50,0.25901595828863133,0.25995952,686.6087693748873,687.0465
51,0.134667106469174,0.31507516,628.922092678577,712.61523
52,0.416796314684049,0.46433166,759.8046555872189,781.8568
53,0.5311344833522902,0.4457349,812.8472761945204,773.22955
54,0.47311525635629526,0.56150585,785.9315762027968,826.9368
55,0.39170157626184765,0.42411453,748.1629553144908,763.19965
56,0.4146606531000927,0.45429632,758.8139008072287,777.2013
57,0.2840684381700873,0.38244548,698.2308654876898,743.86896
58,0.4165814969464934,0.41737014,759.7049994891232,760.07086
59,0.5223464535867255,0.4481767,808.7704212459944,774.3623
60,0.4230316582601905,0.45585507,762.6972938681862,777.9244
61,0.33422265887319136,0.38466018,721.4979103563956,744.89636
62,0.3351648737863744,0.40280473,721.9350132832014,753.31384
63,0.4754568775538113,0.48163536,787.0178777085193,789.88416
64,0.35670723637967083,0.38361177,731.9287308608955,744.41
65,0.2801890012551347,0.29513413,696.431155881995,703.3643
66,0.4549315059699559,0.4177599,777.4959524369566,760.2517
67,0.32352545417974343,0.4392426,716.5353700540442,770.2177
68,0.3448538625076496,0.511788,726.4298321070206,803.87225
69,0.3789732407530959,0.38697028,742.2581531017482,745.9681
70,0.32927779147191205,0.4472332,719.2039368865168,773.9247
71,0.3523617720516594,0.36492658,729.9128264748276,735.74176
72,0.2363058912406415,0.3031876,676.0733420156463,707.10046
73,0.3739848311448113,0.5143769,739.9439799663204,805.0733
74,0.24416265056321684,0.31851453,679.7181712866087,714.21075
75,0.2638417379073026,0.32092637,688.8474968307236,715.32965
76,0.3217713917382603,0.4183984,715.7216429348433,760.5479
77,0.3612781054283911,0.47635797,734.0492027524858,787.4359
78,0.4522404969125673,0.52088815,776.2475664067758,808.0939
79,0.3283480087503736,0.3257658,718.7726013778216,717.5747
80,0.2876277250562169,0.32348102,699.8820542913282,716.5148
81,0.29515548886355303,0.2804125,703.3742592505704,696.53485
82,0.4983961622828128,0.640716,797.659641443723,863.6832
83,0.4339581890902744,0.45263976,767.7662208601497,776.4328
84,0.27716350095389997,0.27535743,695.0275960165985,694.18976
85,0.30996595116394055,0.3450203,710.2449809174324,726.5071
86,0.3476117982250748,0.37162098,727.7092660845157,738.84735
87,0.34687033232758413,0.3049689,727.3652926349499,707.9268
88,0.6350361599882215,0.53224117,861.0483037118785,813.36066
89,0.37749872948548746,0.38510525,741.5741125695276,745.1029
90,0.3393330565078694,0.4527372,723.8686749579801,776.478
91,0.2831434413671199,0.2451795,697.8017502145116,680.1899
92,0.4301305696665285,0.4346419,765.9905499071542,768.0834
93,0.601056069743761,0.6131124,845.284599814639,850.8776
94,0.2476135455723696,0.37121332,681.3190760138589,738.65826
95,0.4077725534150536,0.39623904,755.6184424353273,750.26794
96,0.5041694154597995,0.41985518,800.3379113644644,761.2237
97,0.27682391519411587,0.2723812,694.8700587844593,692.8091
98,0.271455941933638,0.4006241,692.3798022725517,752.3022
99,0.31227285786192116,0.303604,711.3151780194383,707.29364
100,0.4177739354722081,0.48066634,760.2581836537265,789.4346
101,0.26928103511044044,0.32660663,691.3708412333573,717.9648
102,0.4197958340868819,0.45949197,761.1961626538604,779.61163
103,0.3791055581040854,0.42573318,742.3195364449489,763.95056
104,0.3655816322970151,0.45085764,736.045651931483,775.6061
105,0.38923068872372757,0.3550616,747.0166858598163,731.1653
106,0.3608009420364999,0.4510189,733.8278418800967,775.68085
107,0.40390996566618464,0.38769636,753.8265493263854,746.3049
108,0.26642995717264384,0.27509147,690.0481976477739,694.06635
109,0.32317361387030186,0.3754084,716.3721478136896,740.60443
110,0.4664996687946703,0.546541,782.8625389319286,819.9945
111,0.7683026530249806,0.6293348,922.8719634061748,858.40344
112,0.2777446485078612,0.28124928,695.2971961823233,696.92303
113,0.3855881238474934,0.41877952,745.3268635632202,760.7247
114,0.46393963651897074,0.46120095,781.6749143414353,780.4044
115,0.330070565779258,0.5144634,719.5717128208487,805.1134
116,0.373194731027497,0.37202045,739.5774446155043,739.03265
117,0.2197322689561827,0.2148956,668.3846727885393,666.1409
118,0.48991915242742223,0.4814278,793.7270717438487,789.78784
119,0.3675898564638982,0.3606159,736.977287218449,733.742
120,0.41102541914631385,0.45512956,757.1274793989188,777.5878
121,0.2381925122974644,0.23965186,676.9485644029942,677.62555
122,0.685910428755649,0.60824,884.6493860830193,848.6173
123,0.5003218336931781,0.51366836,798.5529796808493,804.74457
124,0.21277523020285805,0.22877935,665.1572328929991,672.5817
125,0.37675221009937676,0.37775645,741.2277947560217,741.69366
126,0.39624193892842663,0.4324929,750.2692749901338,767.0865
127,0.46166643829126075,0.45872024,780.6203549361026,779.2536
128,0.5528706315480691,0.49523896,822.9308928523848,796.195
129,0.4838539311156933,0.663521,790.9133548837262,874.2627
130,0.43952241572406847,0.47436234,770.3475212758118,786.5101
131,0.3641164757703661,0.4311394,735.3659511572048,766.45856
132,0.29011241692977774,0.3026902,701.0347277153511,706.8697
133,0.48043446380801424,0.44087896,789.3270297816812,770.9768
134,0.3725493925463754,0.3548862,739.2780656363224,731.0839
135,0.2654004190376744,0.33324486,689.5705846045531,721.0443
136,0.47743991876226,0.56294024,787.937830369066,827.6023
137,0.4511228243229224,0.4339218,775.729066908085,767.7494
138,0.3704631422128557,0.4604976,738.3102332298595,780.0781
139,0.3958451508480634,0.5063774,750.0852010290641,801.3622
140,0.3542248981370766,0.3762697,730.7771493098303,741.00397
141,0.4091485909998105,0.41753024,756.2568000406641,760.14514
142,0.3720453782679414,0.34393924,739.0442483689739,726.00555
143,0.21257742543066604,0.2874885,665.0654692797814,699.81744
144,0.4232688230811015,0.41472518,762.8073170018738,758.8439
145,0.28366807689465134,0.42543912,698.0451338856697,763.81415
146,0.4978354184678977,0.44407165,797.3995067767183,772.458
147,0.24544516601572175,0.3034721,680.3131430389341,707.2324
148,0.4681723302188221,0.47849932,783.6385033046237,788.4293
149,0.28564306713809007,0.31847173,698.9613516229837,714.1909
150,0.43003489940598905,0.6004381,765.9461675159343,844.9979
151,0.3117873313935662,0.31668353,711.0899374321898,713.3613
152,0.634457559576328,0.67019254,860.7798851908477,877.35767
153,0.4593343892950499,0.4554813,779.5384940703528,777.75104
154,0.41969265993536586,0.43056965,761.1482991325264,766.1943
155,0.4932127151458201,0.42049867,795.254988447021,761.5222
156,0.3472733197362152,0.4452971,727.5522425264386,773.0264
157,0.25641233681933895,0.2912827,685.4009233212968,701.57764
158,0.2990868210800628,0.53571814,705.1980436059648,814.9737
159,0.2954792549315006,0.2643026,703.5244575693619,689.06134
160,0.3174538552623327,0.36508793,713.7186945588263,735.8166
161,0.32657584893127645,0.42650622,717.9504787040484,764.3092
162,0.3065766138450401,0.32219866,708.6726334186873,715.91986
163,0.36554211392766933,0.37711018,736.0273189644901,741.39386
164,0.4273828188822668,0.44915512,764.7158408220726,774.8162
165,0.3197508009423031,0.40632552,714.7842706448993,754.94714
166,0.34243516680542263,0.3853918,725.3077749672916,745.2358
167,0.32733518731507183,0.3863045,718.3027433788577,745.65924
168,0.5722679600560299,0.46435192,831.9295076529097,781.8662
169,0.1378281325717976,0.4273343,630.3885243194208,764.69336
170,0.2591423617614972,0.25182208,686.6674092108473,683.2714
171,0.5578580529891046,0.5494056,825.2446075671373,821.3234
172,0.3717561691282538,0.4288142,738.9100813550074,765.3799
173,0.20048869231167488,0.43128216,659.4573850160383,766.5248
174,0.4772180339824972,0.5009051,787.8348957993718,798.82355
175,0.0,0.32259202,566.4486743972891,716.10236
176,0.29042282208509906,0.37770796,701.1787277730749,741.6712
177,0.3131950480802652,0.37513483,711.7429912899248,740.4775
178,0.4456579563657972,0.513599,773.1938599767944,804.7124
179,0.27497279672490804,0.46735945,694.0113064027742,783.2614
180,0.4343840766408136,0.37255052,767.9637943566272,739.2786
181,0.5690261053320498,0.55519897,830.4255788057808,824.01105
182,0.365905434758915,0.4530829,736.1958671337932,776.63837
183,0.34747068002546855,0.4865326,727.6437999395731,792.156
184,0.415789657862103,0.56844485,759.337657414079,830.15594
185,0.5078520521873735,0.5155785,802.0463233938891,805.63074
186,0.446464134326388,0.5145967,773.5678539999948,805.17523
187,0.21236808413769892,0.29954433,664.9683537591321,705.41034
188,0.22988613241196942,0.3032636,673.0951516536188,707.1357
189,0.33503797463582874,0.5532988,721.8761434974057,823.1295
190,0.39705373719614645,0.43973115,750.6458763300526,770.44434
191,0.3028769831561451,0.3780185,706.95633772055,741.81525
192,0.23475857220036422,0.3789433,675.35552522911,742.24426
193,0.5065662872926973,0.49551186,801.4498441928239,796.3216
194,0.43656318417310325,0.4499629,768.9747041468053,775.191
195,0.31454649972959947,0.41937363,712.3699432337918,761.0003
196,0.2607676127151095,0.502902,687.4213793918308,799.74994
197,0.4598714236670034,0.4882703,779.7876296895114,792.96216
198,0.2874328217549089,0.48566464,699.7916366994881,791.75336
199,0.3723468176201288,0.46837294,739.1840891009047,783.73157
200,0.4245487703127029,0.38369194,763.4010973308223,744.4472
201,0.4953371512918354,0.42618284,796.2405356340194,764.1591
202,0.42532492002162825,0.45867574,763.7611609475874,779.233
203,0.36100973136864156,0.49560368,733.9247013405957,796.3642
204,0.16926278984816467,0.38065344,644.9713763910581,743.0376
205,0.32606948379287015,0.3424579,717.715570849234,725.31836
206,0.26106020817793807,0.33839998,687.5571173549887,723.4358
207,0.37253237157403185,0.37148964,739.2701694369263,738.78644
208,0.2838593139038592,0.36235082,698.1338506479166,734.5469
209,0.24839027130080638,0.37245333,681.6794068518395,739.2335
210,0.5911932510587512,0.548646,840.7091395311572,820.97107
211,0.2857257429447331,0.39030612,698.9997057570077,747.5156
212,0.3734677786025262,0.39529186,739.7041141178997,749.82855
213,0.2952195444707906,0.46409985,703.4039752877612,781.7492
214,0.2087722791267237,0.36492616,663.3002238319474,735.7416
215,0.22574644052779735,0.34194478,671.174707163377,725.08026
216,0.2991862204180298,0.43457875,705.2441559535196,768.0541
217,0.36707590728682127,0.48111007,736.7388610522032,789.64044
218,0.4006572933243966,0.42326003,752.3176020781053,762.8032
219,0.2993283228301913,0.32917863,705.3100786845154,719.15796
220,0.6910990970960791,0.5851407,887.0564612482435,837.9013
221,0.5026130284087749,0.44245186,799.6158878370004,771.70654
222,0.302465858820709,0.3349074,706.7656130272917,721.8156
223,0.6686124624689571,0.6421752,876.6246864248924,864.36017
224,0.313110956453061,0.33041847,711.7039803425745,719.73315
225,0.47601533065794466,0.5725225,787.2769496918695,832.0476
226,0.5799826867693234,0.5689319,835.5084465751307,830.38184
227,0.3009705802937799,0.31668144,706.071938355658,713.36035
228,0.3583501163671594,0.40355852,732.6908793271048,753.6635
229,0.3899042653789453,0.40640837,747.329164810536,754.9856
230,0.39823799770110924,0.57507986,751.1952666289931,833.23395
231,0.25191569108797607,0.55482364,683.3148843693683,823.8369
232,0.24711322127574809,0.43248457,681.0869705659983,767.0826
233,0.277140135369482,0.35532776,695.0167564881717,731.28876
234,0.33795997960914015,0.38115126,723.2316908445188,743.26855
235,0.2778334566103182,0.455589,695.3383951497403,777.80096
236,0.2827112210225031,0.39137176,697.6012388714903,748.00995
237,0.28614024373667934,0.34554636,699.1919968222287,726.7511
238,0.3615933094999182,0.46144897,734.1954290754594,780.5195
239,0.32659782759298417,0.28986132,717.9606748251512,700.9183
240,0.4311104693541945,0.5846869,766.4451351779477,837.6908
241,0.4639219031606141,0.4638321,781.666687659039,781.625
242,0.32583703171923184,0.41518074,717.607734006166,759.0552
243,0.2938694247656135,0.38927472,702.7776412461172,747.0371
244,0.4624474923467987,0.4623888,780.9826937283383,780.95544
245,0.4202646398761902,0.46547237,761.4136463507782,782.386
246,0.5062042388361869,0.44884336,801.281886290893,774.67163
247,0.34107743557801706,0.53294504,724.6779098643187,813.68726
248,0.3292816332822952,0.46445572,719.2057191407979,781.91437
249,0.4326863401486998,0.5166734,767.1761974089827,806.1386
250,0.43785830027371575,0.5095875,769.5755214658802,802.85144
251,0.752594672187203,0.7098285,915.5848739085063,895.74524
252,0.5115472817977169,0.4822855,803.7605773876454,790.1858
253,0.3764612699590957,0.3842854,741.092824713558,744.72253
254,0.4383002588368696,0.40492028,769.7805504659295,754.2952
255,0.29189602122435643,0.37057078,701.8621595958232,738.36017
256,0.2904384533963007,0.3825878,701.1859792947612,743.935
257,0.3350158258674274,0.3989341,721.8658684621054,751.5182
258,0.5258806448785989,0.43384302,810.40996795233,767.7128
259,0.9437939490216485,0.6946373,1004.2841317298088,888.6979
260,0.34180289381626117,0.45483747,725.0144572005742,777.45233
261,0.47618722444019324,0.5395505,787.3566929375658,816.7515
262,0.46555673213776094,0.44388926,782.4251011809857,772.37335
263,0.5292864640531088,0.48473716,811.9899615488234,791.3231
264,0.5124147642923087,0.49103063,804.1630111976325,794.2427
265,0.3957491451077102,0.44588396,750.0406630054016,773.2987
266,0.4085713586045463,0.51729417,755.9890161562372,806.42664
267,0.23367148765537404,0.29708266,674.8512158304237,704.2683
268,0.38166568091141095,0.3650584,743.5072030339694,735.8029
269,0.7087052344195506,0.6509481,895.2241245341463,868.43
270,0.3676263073584365,0.568553,736.994197153183,830.2061
271,0.31205835194569365,0.36323655,711.2156665783772,734.95776
272,0.6245275898403471,0.5476474,856.1732728628516,820.5078
273,0.42101431242971454,0.47126535,761.7614269502006,785.07336
274,0.4152239728679432,0.4837148,759.0752304845772,790.8488
275,0.24320103285696448,0.3634336,679.2720672099376,735.0492
276,0.4823525580339989,0.45198768,790.2168528871498,776.1303
277,0.311322289472475,0.51826835,710.8741998314023,806.87854
278,0.3132452083491135,0.32397768,711.7662611405885,716.7451
279,0.2713484836569553,0.28413513,692.3299513026824,698.26184
280,0.42405918358116046,0.4679801,763.1739731468507,783.5493
281,0.24313671490695232,0.3999437,679.2422294693084,751.9866
282,0.4694715181133431,0.4388962,784.2412095696385,770.057
283,0.5551026188525499,0.7426865,823.9663340980409,910.9884
284,0.501808277910565,0.42610765,799.242556027883,764.1243
285,0.4644035659322072,0.47564524,781.8901358386963,787.1053
286,0.31208210785188806,0.31132904,711.2266871809819,710.8773
287,0.45196925895517603,0.49444777,776.1217364041112,795.82794
288,0.4051849863847523,0.37991902,754.4180441966388,742.6969
289,0.3048085870127131,0.44612867,707.8524280788347,773.41223
290,0.6287382398915091,0.6341268,858.126635556826,860.62646
291,0.2849117248112971,0.29169357,698.6220745991693,701.76825
292,0.3760871907115928,0.4289744,740.9192856072957,765.4542
293,0.4193400119033137,0.41919282,760.98470218157,760.91644
294,0.3198843169143273,0.39521754,714.8462100403923,749.79407
295,0.3371707863588005,0.44379616,722.865576198367,772.3302
296,0.3383893638388895,0.4312734,723.4308864854726,766.5207
297,0.27706863537048165,0.4477455,694.9835869231474,774.1623
298,0.22935885840801107,0.33794895,672.8505439668436,723.22656
299,0.2938541848564489,0.47801623,702.7705712997526,788.20514
300,0.26859622748355294,0.2959835,691.0531521224938,703.75836
301,0.4314264318325318,0.5063775,766.5917133334298,801.36224
302,0.3394595903672799,0.3729362,723.927375281563,739.4575
303,0.37405322089550563,0.34457415,739.9757066560318,726.30005
304,0.3181483871084614,0.49337593,714.0408948323044,795.3307
305,0.39295958617714244,0.46642232,748.7465587028818,782.82666
306,0.2939644651631148,0.45131987,702.8217314375707,775.8205
307,0.28059422155996083,0.49008915,696.6191416363727,793.8059
308,0.2593795154320484,0.3488683,686.7774271717714,728.2922
309,0.3206817697921338,0.43544582,715.2161564103785,768.45636
310,0.3782748236147353,0.44763845,741.9341504023242,774.1126
311,0.44888812802577904,0.49605748,774.6923689336243,796.5747
312,0.34462650572371967,0.44603416,726.3243590198358,773.36835
313,0.4130124039861818,0.44173816,758.0492615495441,771.3754
314,0.32213020470750475,0.30867457,715.8880998618546,709.64594
315,0.29695524647040683,0.36165494,704.2091848142502,734.224
316,0.4779189657520053,0.542678,788.1600650613485,818.20245
317,0.39763288643656924,0.5638161,750.9145494581302,828.0086
318,0.32449369559617414,0.39176124,716.9845469361493,748.1906
319,0.38784969000171876,0.48310685,746.3760267332632,790.5668
320,0.27621503607787146,0.38376153,694.5875936694864,744.4795
321,0.29578369480709754,0.34893864,703.665690274128,728.3248
322,0.27377832731668517,0.34499538,693.4571800914526,726.4955
323,0.2280060352537454,0.39361268,672.2229557681145,749.04956
324,0.3851339712915318,0.4723529,745.1161776478842,785.57794
325,0.34037761320816085,0.38910595,724.3532552639421,746.9588
326,0.2124232715923211,0.33713892,664.9939557715826,722.8508
327,0.15052654356070105,0.23177293,636.2794442479562,673.97046
328,0.3420649469629147,0.4293151,725.1360262776268,765.61224
329,0.23632821485616629,0.34298146,676.0836981642767,725.5612
330,0.438220891582519,0.4897409,769.743731202422,793.64435
331,0.3324844636103488,0.5592184,720.6915441801461,825.87573
332,0.34252010765968977,0.37102437,725.3471798795745,738.5706
333,0.3226212902255883,0.3666653,716.1159193479007,736.5484
334,0.3787423774174312,0.45833352,742.1510532901242,779.0742
335,0.19297192118220652,0.34755677,655.9702796700607,727.6837
336,0.24534958140149432,0.40283436,680.2688003798954,753.3276
337,0.3030801423223459,0.45848852,707.0505852907289,779.14606
338,0.302019139972062,0.46208766,706.5583756831668,780.8158
339,0.14628552310410714,0.22998434,634.3119924189906,673.1407
340,0.3698437312723133,0.4065435,738.0228822962047,755.0483
341,0.506833424158665,0.484988,801.5737716581383,791.43945
342,0.47141138514286873,0.43247828,785.1411332965463,767.07965
343,0.40189805629635855,0.49394873,752.893204436897,795.59644
344,0.3133723347702184,0.40418172,711.8252363594711,753.95264
345,0.47556719231791456,0.45445848,787.0690538314874,777.27655
346,0.38097323733423494,0.49123824,743.1859715293555,794.33905
347,0.3412484987033635,0.4478491,724.7572677599658,774.2103
348,0.49633936891597075,0.58978516,796.7054744188727,840.0559
349,0.4367243005846364,0.4803647,769.0494476623793,789.2947
350,0.4740718233193395,0.52830195,786.3753371891518,811.53326
351,0.4574842831948569,0.42790088,778.6802113367844,764.9562
352,0.40522822926663626,0.45116687,754.4381050022687,775.7495
353,0.35599144740221567,0.5268211,731.5966691914786,810.84625
354,0.36572116874788785,0.5209968,736.1103842873598,808.14435
355,0.29588089256365646,0.42695296,703.7107812860366,764.5164
356,0.31665984433717287,0.51071733,713.3503449451158,803.37555
357,0.28300985252745403,0.49429554,697.7397770149904,795.7573
358,0.2927967736242931,0.48856145,702.2800276478259,793.0972
359,0.2721763312112271,0.46140346,692.7139980672351,780.49835
360,0.4069487544308221,0.35406786,755.2362738429297,730.7043
361,0.34902250448664174,0.49061954,728.363706835948,794.052
362,0.5190594074553663,0.38579628,807.2455276527597,745.4234
363,0.4766965011882993,0.43086687,787.5929515172558,766.33215
364,0.22848813306767957,0.38605416,672.4466057682672,745.5431
365,0.32570922954334325,0.38448307,717.5484452978772,744.8142
366,0.37300017538274877,0.43422818,739.4871883050212,767.8915
367,0.5900575937854484,0.5394591,840.1822967577478,816.70917
368,0.3225904705995082,0.42971778,716.1016218149555,765.7991
369,0.6147366066370437,0.52931184,851.6311377781785,812.0017
370,0.2372392517795605,0.37085342,676.5063373096268,738.49133
371,0.32128669078461813,0.3101619,715.4967853121308,710.3359
372,0.30838971814312655,0.39502528,709.5137506459879,749.7049
373,0.3242827465635887,0.27597523,716.8866855690027,694.4764
374,0.6311530241708352,0.5651367,859.2468781483304,828.6213
375,0.8956487941583011,0.68867534,981.9491126085376,885.93207
376,0.7747439332167809,0.65325826,925.860137743918,869.5017
377,0.37582525484199825,0.4123542,740.7977709362442,757.7439
378,0.30373134657270673,0.33173543,707.3526854589586,720.34406
379,0.4211156964982119,0.510759,761.8084600341092,803.3949
380,0.3045843422745922,0.32458043,707.7483987008425,717.0248
381,0.5722984660992492,0.49823782,831.9436597116278,797.5862
382,0.5388125036514502,0.5270316,816.4091866439102,810.9439
383,0.3128756968447848,0.46702522,711.5948410560933,783.1063
384,0.5108051278776091,0.41975117,803.4162847575026,761.1755
385,0.32808968848492825,0.4890196,718.6527640217157,793.30975
386,0.2704355639324074,0.4363697,691.9064387070363,768.88495
387,0.27934640597514027,0.379334,696.0402674999016,742.42554
388,0.30381127605452285,0.48413542,707.3897655454135,791.04395
389,0.6286758501292233,0.6186904,858.0976923217783,853.46533
390,0.44564933186675315,0.43015912,773.189858985384,766.0038
391,0.2556123415485039,0.3617174,685.0297975097433,734.253
392,0.3160993565131185,0.29351497,713.0903290348332,702.6132
393,0.32206852185515333,0.3537733,715.8594845693992,730.5676
394,0.39157929515627443,0.4620515,748.1062278859697,780.799
395,0.4887636619658182,0.44543386,793.1910281559192,773.0899
396,0.42982924412910695,0.40779212,765.8507619750322,755.6275
397,0.5467516846644918,0.45680082,820.0922521618594,778.36316
398,0.3805074416777694,0.38800484,742.9698842631852,746.448
399,0.33037614468267873,0.4029065,719.7134739320204,753.361
400,0.43505887527260456,0.47256464,768.2768401945073,785.67615
401,0.15755525723739505,0.25375307,639.540134857686,684.1673
402,0.3341734328601076,0.41302696,721.4750739163298,758.056
403,0.2241121299582336,0.30097193,670.4165341358956,706.0726
404,0.36932215386261547,0.43684113,737.7809173165117,769.1037
405,0.6360833902310168,0.60014534,861.5341243009616,844.8621
406,0.4861886525670105,0.35669076,791.9964555281425,731.92114
407,0.3169788341676645,0.4459982,713.4983275195565,773.35175
408,0.4381500659962323,0.4859483,769.7108745042043,791.88495
409,0.3238519122794483,0.45917994,716.6868172333064,779.46686
410,0.4072709297707502,0.46571568,755.3857342070747,782.49884
411,0.36787519065781127,0.4172681,737.1096566062947,760.0235
412,0.7116216259419581,0.6054394,896.5770677452123,847.3181
413,0.46464181767007906,0.62628883,782.0006632040387,856.99036
414,0.31873433210805735,0.49566746,714.3127205810663,796.3938
415,0.3519891071807386,0.370368,729.7399435120151,738.2661
416,0.1979787193467375,0.29582113,658.2929834407423,703.68304
417,0.3846514682509572,0.38826555,744.8923396590379,746.569
418,0.3864456751001033,0.37332788,745.7246901706717,739.6392
419,0.1905160583344505,0.39957523,654.8309803195957,751.8157
420,0.32499580088750135,0.5234846,717.217478605276,809.29846
421,0.3162683064310303,0.44339827,713.1687065924048,772.14557
422,0.3513652517011798,0.40168497,729.4505307122348,752.7943
423,0.38265436390911534,0.5800176,743.9658629701828,835.52466
424,0.33272414324080435,0.35017693,720.8027339591467,728.8993
425,0.34325724996555596,0.51576793,725.6891475717202,805.7186
426,0.49207480728859876,0.55741215,794.7271016052106,825.0378
427,0.3366528159890614,0.5773551,722.6252845606059,834.2895
428,0.4009130536747971,0.39983776,752.4362518640053,751.93744
429,0.38648507808507127,0.4645174,745.7429696096971,781.94293
430,0.4098164049870989,0.34536994,756.5666056320653,726.66925
431,0.6043968511814415,0.5368099,846.8344217541959,815.48016
432,0.31773409666965535,0.3980993,713.8487013520102,751.1309
433,0.4234414007031122,0.46292436,762.8873774876787,781.2039
434,0.46630333998463747,0.4558249,782.7714600323262,777.9104
435,0.4581794784054811,0.4621535,779.0027193516902,780.8463
436,0.29060401901660327,0.40031368,701.2627868428058,752.1582
437,0.2930897482993886,0.30639988,702.4159415313492,708.59064
438,0.41558803487323215,0.46532726,759.2441224919357,782.31866
439,0.34518319480285675,0.41150454,726.582612654338,757.34973
440,0.6324612906355076,0.5198391,859.8537960528862,807.60724
441,0.3951059391692133,0.43084306,749.7422733340833,766.32104
442,0.37371889407479797,0.40787703,739.8206090983554,755.66693
443,0.3349121676899798,0.61211145,721.8177803962982,850.4133
444,0.49624831669680014,0.53022164,796.6632343832557,812.42377
445,0.35004764975868574,0.38096723,728.8392819860991,743.18317
446,0.343994247519839,0.41892275,726.031048112158,760.79114
447,0.42123059401680285,0.4830275,761.861762142743,790.52997
448,0.24931058345045387,0.45782477,682.1063488674641,778.83813
449,0.6966752493251978,0.63002515,889.6432940669141,858.7237
450,0.40986329900283436,0.45565945,756.5883602352252,777.8336
451,0.3429092979130479,0.38717115,725.5277291326663,746.0613
452,0.24351871036077966,0.39601025,679.4194409829008,750.1618
453,0.26434059237490404,0.5018016,689.0789204101935,799.2395
454,0.4466847293903997,0.5919,773.6701902576461,841.03705
455,0.4675745018590507,0.5081376,783.3611647461615,802.17883
456,0.36308708232935905,0.4752034,734.8884052389611,786.9003
457,0.3125701517610997,0.44343278,711.4530956342354,772.16156
458,0.2422939032272684,0.31757414,678.8512406972337,713.77454
459,0.3330512043285514,0.3801494,720.9544608705959,742.8038
460,0.34696520581332857,0.41034177,727.4093053943692,756.81036
461,0.5518126456035544,0.5591905,822.4400825856436,825.8628
462,0.340798865748831,0.47037157,724.5486785329596,784.65875
463,0.36274766326510366,0.43124098,734.7309453385457,766.5057
464,0.42501269392422203,0.5441084,763.6163161366086,818.866
465,0.48657136466588824,0.59147507,792.173999500545,840.83984
466,0.47605179105815676,0.5343643,787.2938640363808,814.3456
467,0.28074706995088294,0.46207562,696.6900495344487,780.8102
